antecedents,consequents,support,confidence,lift
Capsicum,Lady Finger,0.02120536010097235,0.22105318417046343,2.159781263323777
Lady Finger,Capsicum,0.02120536010097235,0.2071851604399247,2.159781263323777
Capsicum,Lemon,0.011857678176603019,0.12360919622801031,1.4776682202002702
Lemon,Capsicum,0.011857678176603019,0.141750895092044,1.4776682202002704
Capsicum,Onion,0.03166783022353544,0.33011817169570995,1.3935919453499823
Onion,Capsicum,0.03166783022353544,0.1336855614446723,1.393591945349982
Capsicum,Potato,0.02606128843647112,0.27167332999936455,1.412801371425058
Potato,Capsicum,0.02606128843647112,0.13552829806384206,1.4128013714250578
Tomato,Capsicum,0.040424457064221445,0.14745213446821015,1.5371002275709806
Capsicum,Tomato,0.040424457064221445,0.4214007642340667,1.5371002275709809
Carrot,Chilli,0.014100241882004202,0.18985065039344787,1.5467155904041965
Chilli,Carrot,0.014100241882004202,0.11487484452736318,1.5467155904041965
Coriander,Carrot,0.015897791468345156,0.13663066826727044,1.8396437062075204
Carrot,Coriander,0.015897791468345156,0.21405349463804574,1.8396437062075204
Carrot,Cucumber,0.02333872439180962,0.3142408507752975,2.0560053433463232
Cucumber,Carrot,0.02333872439180962,0.15269988589344738,2.0560053433463237
Ginger,Carrot,0.01076356365398204,0.11510607842859369,1.549829005543383
Carrot,Ginger,0.01076356365398204,0.14492443302464178,1.5498290055433832
Carrot,Lady Finger,0.014213682050531765,0.19137804899809074,1.869842888663374
Lady Finger,Carrot,0.014213682050531765,0.13887356696887537,1.8698428886633742
Carrot,Onion,0.02292922658719494,0.3087272273076031,1.3032901977982811
Potato,Carrot,0.019427689048835992,0.10103113813887904,1.3603190247492485
Carrot,Potato,0.019427689048835992,0.2615812857984048,1.3603190247492485
Tomato,Carrot,0.029876376721017228,0.10897698664676378,1.4673047431343365
Carrot,Tomato,0.029876376721017228,0.402266117088664,1.4673047431343365
Cauliflower,Cucumber,0.01048208360964496,0.2612688199036791,1.7094215740774703
Lady Finger,Cauliflower,0.010455843944494891,0.10215793058263867,2.5463145459523786
Cauliflower,Lady Finger,0.010455843944494891,0.260614789025494,2.5463145459523786
Cauliflower,Onion,0.01395950185983566,0.3479444271944718,1.4688453794497087
Cauliflower,Potato,0.013929286487844673,0.3471913007286829,1.8055226319693591
Cauliflower,Tomato,0.017737218500077128,0.442105054535605,1.6126211379139752
Coriander,Chilli,0.032887046988084014,0.28264172518969205,2.302685621269395
Chilli,Coriander,0.032887046988084014,0.26793117744610284,2.302685621269395
Cucumber,Chilli,0.029773803484521515,0.19480312284316073,1.5870634445366072
Chilli,Cucumber,0.029773803484521515,0.24256754422332782,1.5870634445366072
Curry Leaves,Chilli,0.010517334876967776,0.2786137070557424,2.2698693078498766
Chilli,Garlic,0.016591154741401475,0.13516834231619682,2.1898392808504292
Garlic,Chilli,0.016591154741401475,0.2687904707923258,2.1898392808504292
Ginger,Chilli,0.024756461451281422,0.2647468148127152,2.1568955657094318
Chilli,Ginger,0.024756461451281422,0.20169119679380873,2.1568955657094318
Lady Finger,Chilli,0.025061795736664023,0.24486413557180112,1.9949111326975075
Chilli,Lady Finger,0.025061795736664023,0.20417875898286347,1.9949111326975075
Lemon,Chilli,0.016567300500355958,0.19805139254142773,1.6135271378330749
Chilli,Lemon,0.016567300500355958,0.1349740015201769,1.6135271378330749
Chilli,Onion,0.04728175622343896,0.3852050511332228,1.6261408870948366
Onion,Chilli,0.04728175622343896,0.1995996594083955,1.6261408870948364
Potato,Chilli,0.038565681592530335,0.20055574775778107,1.6339301506698298
Chilli,Potato,0.038565681592530335,0.31419508360972914,1.6339301506698298
Tomato,Chilli,0.05654064736169444,0.20623750430219384,1.6802194913168693
Chilli,Tomato,0.05654064736169444,0.4606373514372582,1.6802194913168693
Coconut,Onion,0.01021677143979428,0.12377857484610766,0.5225305351304211
Coconut,Tomato,0.012077667288467217,0.14632376316152837,0.5337301418126976
Colocasia,Tomato,0.0107508413920911,0.4473684210526316,1.6318197786326647
Coriander,Cucumber,0.026919245972741493,0.23135254817187204,1.513686314381467
Cucumber,Coriander,0.026919245972741493,0.17612641202523524,1.513686314381467
Coriander,Curry Leaves,0.011912277883884976,0.102377898911392,2.7120830771250124
Curry Leaves,Coriander,0.011912277883884976,0.3155670081377306,2.7120830771250124
Coriander,Garlic,0.011876496522316702,0.10207038252760244,1.6536248742882578
Garlic,Coriander,0.011876496522316702,0.1924090963741605,1.6536248742882576
Ginger,Coriander,0.018472989312769916,0.19755105511543203,1.6978165005541788
Coriander,Ginger,0.018472989312769916,0.15876273630356194,1.6978165005541788
Coriander,Lady Finger,0.01992200193272362,0.17121601089746946,1.6728514167533286
Lady Finger,Coriander,0.01992200193272362,0.1946462190249044,1.6728514167533288
Coriander,Lemon,0.014859071794374321,0.1277035815408165,1.5266139559756922
Lemon,Coriander,0.014859071794374321,0.1776306200690726,1.5266139559756924
Mint Leaves,Coriander,0.01621028202604141,0.4585842074876095,3.941218303851031
Coriander,Mint Leaves,0.01621028202604141,0.13931631135236594,3.9412183038510307
Coriander,Onion,0.036107899623474056,0.31032275552903066,1.3100257109223803
Onion,Coriander,0.036107899623474056,0.15242928864019584,1.31002571092238
Coriander,Potato,0.03036777408655485,0.260990293871768,1.3572456490724547
Potato,Coriander,0.03036777408655485,0.15792360949347287,1.3572456490724547
Coriander,Spinach,0.011714817777452653,0.10068086405270146,2.7542470273389554
Spinach,Coriander,0.011714817777452653,0.3204730347017793,2.7542470273389554
Tomato,Coriander,0.047381678988707404,0.172829277347451,1.4853496919462157
Coriander,Tomato,0.047381678988707404,0.4072131954141335,1.485349691946216
Garlic,Cucumber,0.01396851346200841,0.22630150632933135,1.4806385136512066
Ginger,Cucumber,0.022031246935392643,0.23560323691557658,1.5414975895495318
Cucumber,Ginger,0.022031246935392643,0.14414536273051085,1.5414975895495318
Cucumber,Lady Finger,0.0307229372310103,0.2010130858365675,1.963981193493805
Lady Finger,Cucumber,0.0307229372310103,0.3001758352172821,1.963981193493805
Cucumber,Lemon,0.02124962297046792,0.13903137756783096,1.6620304517124154
Lemon,Cucumber,0.02124962297046792,0.2540255378473433,1.6620304517124156
Mango,Cucumber,0.010138847585712265,0.15999548283477213,1.046813508835578
Cucumber,Onion,0.04874349110528361,0.31891740974657246,1.3463079938064464
Onion,Cucumber,0.04874349110528361,0.20577036472616725,1.3463079938064464
Potato,Cucumber,0.03924499736808207,0.20408843997800163,1.3353035484556806
Cucumber,Potato,0.03924499736808207,0.25677095797479943,1.3353035484556806
Tomato,Cucumber,0.06403724018093176,0.23358205492112966,1.5282734623547205
Cucumber,Tomato,0.06403724018093176,0.4189808793487949,1.5282734623547205
Cucumber,Watermelon,0.017117273280016453,0.11199436750633829,1.3304359178895677
Watermelon,Cucumber,0.017117273280016453,0.203344468968731,1.3304359178895677
Curry Leaves,Onion,0.011995237633298824,0.3177646868834388,1.341441780931729
Curry Leaves,Tomato,0.014231970301999993,0.37701775696341183,1.3752088966427942
Ginger,Garlic,0.020721649101993842,0.22159833335695353,3.5900768378210484
Garlic,Ginger,0.020721649101993842,0.3357079060819979,3.5900768378210484
Lady Finger,Garlic,0.011201686547851343,0.1094451220617521,1.7731017728074636
Garlic,Lady Finger,0.011201686547851343,0.1814766149671081,1.7731017728074636
Garlic,Onion,0.028893051895696537,0.46809141031586543,1.976045171197042
Onion,Garlic,0.028893051895696537,0.12197185084236002,1.976045171197042
Potato,Garlic,0.020461372827474997,0.10640667448646399,1.7238764013990777
Garlic,Potato,0.020461372827474997,0.3314912145102283,1.7238764013990775
Garlic,Tomato,0.02686835692517773,0.4352896721114375,1.5877613683921707
Ginger,Lady Finger,0.017067179373820872,0.1825172545740565,1.7832692532416137
Lady Finger,Ginger,0.017067179373820872,0.16675341894617993,1.7832692532416135
Ginger,Lemon,0.013317557728588565,0.14241861651620583,1.702522708769127
Lemon,Ginger,0.013317557728588565,0.15920281359906213,1.702522708769127
Ginger,Onion,0.035962388753096416,0.3845835518204107,1.6235172313538437
Onion,Ginger,0.035962388753096416,0.15181501534564343,1.623517231353844
Ginger,Potato,0.029541357157889102,0.3159167245362169,1.642883317556138
Potato,Ginger,0.029541357157889102,0.15362593710071135,1.642883317556138
Tomato,Ginger,0.039414892573750686,0.1437696499077687,1.5374796981678809
Ginger,Tomato,0.039414892573750686,0.42150479726761236,1.5374796981678807
Lemon,Lady Finger,0.013295293770279418,0.1589366623364279,1.5528770899980617
Lady Finger,Lemon,0.013295293770279418,0.1299005326848924,1.5528770899980615
Lady Finger,Onion,0.03863114823184414,0.37744233563032653,1.593370628664921
Onion,Lady Finger,0.03863114823184414,0.16308116799199765,1.5933706286649207
Potato,Lady Finger,0.035300035993399266,0.18357318792737234,1.7935861599189296
Lady Finger,Potato,0.035300035993399266,0.34489598790129405,1.7935861599189298
Tomato,Lady Finger,0.04737611299913012,0.1728089748597195,1.6884153351457665
Lady Finger,Tomato,0.04737611299913012,0.4628842672798888,1.6884153351457665
Watermelon,Lady Finger,0.01002037152185287,0.11903689873078946,1.1630398561672526
Lemon,Onion,0.023988089842493097,0.28676214315135773,1.2105647225484863
Onion,Lemon,0.023988089842493097,0.1012655820099604,1.2105647225484863
Lemon,Potato,0.018978699222934846,0.22687810905864836,1.1798497247599977
Tomato,Lemon,0.02920421721777915,0.10652521955690304,1.2734402972634369
Lemon,Tomato,0.02920421721777915,0.34911758182567093,1.2734402972634369
Mango,Onion,0.011217059280969563,0.17701013852640032,0.7472472721769948
Mango,Tomato,0.013877337251789995,0.21899049722277988,0.7987891140369344
Mint Leaves,Onion,0.010055887836298415,0.28447816926226127,1.200922940035016
Mint Leaves,Tomato,0.012799655650778152,0.36209857011104696,1.3207897131664057
Mushroom,Onion,0.010572994772740646,0.2788001202116284,1.1769530889310367
Mushroom,Tomato,0.012916806479023905,0.34060427310404595,1.242387176614317
Muskmelon,Tomato,0.010341873681721873,0.24173843008487703,0.8817644091640149
Muskmelon,Watermelon,0.016061060495945575,0.37542283625549844,4.459831658248539
Watermelon,Muskmelon,0.016061060495945575,0.19079720024307384,4.4598316582485396
Potato,Onion,0.09190296942893476,0.4779292882652041,2.017575715847495
Onion,Potato,0.09190296942893476,0.3879678519120235,2.017575715847495
Spinach,Onion,0.010895822168223289,0.2980684174654505,1.2582940939281408
Tomato,Onion,0.10828712236748572,0.39498779917165855,1.6674387011464633
Onion,Tomato,0.10828712236748572,0.45713345842578207,1.6674387011464633
Watermelon,Onion,0.015975980369549902,0.18978649177106982,0.801182573227703
Pointed Gourd,Tomato,0.010201928800921516,0.4298365122615804,1.5678704380531348
Tomato,Potato,0.08277925232327056,0.30194536503872943,1.5702271026131072
Potato,Tomato,0.08277925232327056,0.4304825991131743,1.5702271026131072
Watermelon,Potato,0.013079545412378867,0.15537832297960635,0.8080245042670435
Spinach,Tomato,0.014454874932214198,0.39543061819341924,1.4423715968299176
Watermelon,Tomato,0.01909293453283059,0.22681431616598288,0.8273272537337852
"Tomato, Beans",Onion,0.010901653204923303,0.5044891450999632,2.129697997285206
"Tomato, Onion",Beans,0.010901653204923303,0.10067358857249153,2.089243315633283
"Beans, Onion",Tomato,0.010901653204923303,0.6434057596946517,2.346885016795559
Beans,"Tomato, Onion",0.010901653204923303,0.22623814657543287,2.089243315633283
"Tomato, Bottle Gourd",Cucumber,0.012957358688801282,0.40536484245439475,2.6522085847041383
"Tomato, Cucumber",Bottle Gourd,0.012957358688801282,0.20234099177590054,2.929024780136358
"Bottle Gourd, Cucumber",Tomato,0.012957358688801282,0.5789143357885513,2.1116462826119116
Bottle Gourd,"Tomato, Cucumber",0.012957358688801282,0.1875666633414928,2.929024780136358
"Bottle Gourd, Lady Finger",Onion,0.010024347228693789,0.4477500621529792,1.8901742880167984
"Bottle Gourd, Onion",Lady Finger,0.010024347228693789,0.39954996355338634,3.9037688069620935
"Lady Finger, Onion",Bottle Gourd,0.010024347228693789,0.2594887205664416,3.7562773911218454
Bottle Gourd,"Lady Finger, Onion",0.010024347228693789,0.1451093086963528,3.756277391121846
"Tomato, Bottle Gourd",Lady Finger,0.012513404758231966,0.39147595356550585,3.8248823817013466
"Tomato, Lady Finger",Bottle Gourd,0.012513404758231966,0.2641289875018182,3.8234484409465805
"Bottle Gourd, Lady Finger",Tomato,0.012513404758231966,0.5589269436124495,2.038740327829704
Bottle Gourd,"Tomato, Lady Finger",0.012513404758231966,0.1811401253846331,3.823448440946581
Lady Finger,"Tomato, Bottle Gourd",0.012513404758231966,0.12226115284715802,3.8248823817013466
"Bottle Gourd, Potato",Onion,0.013908082718026437,0.5865703841983478,2.476203471625749
"Bottle Gourd, Onion",Potato,0.013908082718026437,0.5543477112583061,2.8828122610118143
"Potato, Onion",Bottle Gourd,0.013908082718026437,0.15133442155839213,2.1906696559195495
Bottle Gourd,"Potato, Onion",0.013908082718026437,0.20132904641686938,2.1906696559195495
"Tomato, Bottle Gourd",Onion,0.016036411113531875,0.5016915422885573,2.1178879332580203
"Tomato, Onion",Bottle Gourd,0.016036411113531875,0.14809158063237043,2.143727307031205
"Bottle Gourd, Onion",Tomato,0.016036411113531875,0.6391785250213926,2.3314657676395387
Bottle Gourd,"Tomato, Onion",0.016036411113531875,0.23213806121900876,2.1437273070312055
"Tomato, Bottle Gourd",Potato,0.014452754555232374,0.4521475953565506,2.3513340187193608
"Tomato, Potato",Bottle Gourd,0.014452754555232374,0.17459392480124486,2.5273669349732732
"Bottle Gourd, Potato",Tomato,0.014452754555232374,0.6095418012720911,2.2233629384899305
Bottle Gourd,"Tomato, Potato",0.014452754555232374,0.20921354522364352,2.5273669349732732
"Tomato, Brinjal",Lady Finger,0.010900327969309663,0.3976446472772277,3.88515307695397
"Tomato, Lady Finger",Brinjal,0.010900327969309663,0.23008067313394426,3.9155901649390032
"Brinjal, Lady Finger",Tomato,0.010900327969309663,0.5610258508969375,2.0463962960634134
Brinjal,"Tomato, Lady Finger",0.010900327969309663,0.18550544211243272,3.915590164939003
Lady Finger,"Tomato, Brinjal",0.010900327969309663,0.10650072379886938,3.8851530769539706
"Potato, Brinjal",Onion,0.012685685388005134,0.5921609383119293,2.499803963360908
"Potato, Onion",Brinjal,0.012685685388005134,0.13803346580454634,2.3490998777723386
"Brinjal, Onion",Potato,0.012685685388005134,0.5643504816705774,2.934830351107519
Brinjal,"Potato, Onion",0.012685685388005134,0.2158892542524256,2.3490998777723386
"Tomato, Brinjal",Onion,0.014133637819467923,0.5155959931930694,2.1765854920307115
"Tomato, Onion",Brinjal,0.014133637819467923,0.13052002408470767,2.2212336032942743
"Brinjal, Onion",Tomato,0.014133637819467923,0.6287658149488852,2.2934843960319835
Brinjal,"Tomato, Onion",0.014133637819467923,0.24053099500669833,2.2212336032942743
"Tomato, Potato",Brinjal,0.012837292342205521,0.15507862153759458,2.639180062427061
"Tomato, Brinjal",Potato,0.012837292342205521,0.46830522896039606,2.435359664205246
"Potato, Brinjal",Tomato,0.012837292342205521,0.5992378690025487,2.185778344486697
Brinjal,"Tomato, Potato",0.012837292342205521,0.2184693523141946,2.6391800624270605
"Capsicum, Tomato",Chilli,0.0114810462152066,0.28401237886675673,2.313852353682306
"Capsicum, Chilli",Tomato,0.0114810462152066,0.612384251077967,2.233731050307222
"Tomato, Chilli",Capsicum,0.0114810462152066,0.20305827313510497,2.1167609337892066
Capsicum,"Tomato, Chilli",0.0114810462152066,0.11968303350638657,2.1167609337892066
"Capsicum, Cucumber",Onion,0.011755635034352757,0.4392603890187379,1.8543351821664293
"Capsicum, Onion",Cucumber,0.011755635034352757,0.37121694007365247,2.4287867425545375
"Cucumber, Onion",Capsicum,0.011755635034352757,0.2411734319349664,2.5140886461106726
Capsicum,"Cucumber, Onion",0.011755635034352757,0.12254545755959008,2.5140886461106726
"Tomato, Capsicum",Cucumber,0.015348613830052845,0.37968633210506303,2.4842000194359906
"Tomato, Cucumber",Capsicum,0.015348613830052845,0.23968262508950486,2.4985478772388774
"Capsicum, Cucumber",Tomato,0.015348613830052845,0.5735154300202037,2.0919532493060866
Capsicum,"Tomato, Cucumber",0.015348613830052845,0.1600001105183032,2.4985478772388774
Cucumber,"Tomato, Capsicum",0.015348613830052845,0.10042243702462827,2.4842000194359906
"Capsicum, Lady Finger",Onion,0.010006589071471016,0.47188960827937904,1.9920792418500088
"Capsicum, Onion",Lady Finger,0.010006589071471016,0.3159859390693003,3.087313640093822
"Lady Finger, Onion",Capsicum,0.010006589071471016,0.2590290356221527,2.700222625045433
Capsicum,"Lady Finger, Onion",0.010006589071471016,0.10431270048710942,2.700222625045433
"Tomato, Capsicum",Lady Finger,0.012546270601450232,0.3103633669468522,3.0323787792035777
"Tomato, Lady Finger",Capsicum,0.012546270601450232,0.26482270931936935,2.76061820487601
"Capsicum, Lady Finger",Tomato,0.012546270601450232,0.5916556258280629,2.1581213758758686
Capsicum,"Tomato, Lady Finger",0.012546270601450232,0.13078736002166158,2.76061820487601
Lady Finger,"Tomato, Capsicum",0.012546270601450232,0.12258226576237126,3.0323787792035777
"Capsicum, Potato",Onion,0.015485643192503196,0.5942009824361569,2.508415997788091
"Capsicum, Onion",Potato,0.015485643192503196,0.48900234348845,2.542992282356775
"Potato, Onion",Capsicum,0.015485643192503196,0.16849992213230588,1.7565108134199245
Capsicum,"Potato, Onion",0.015485643192503196,0.16142855958732466,1.7565108134199245
"Tomato, Capsicum",Onion,0.01973302333421859,0.48814566149569233,2.0607040761300093
"Tomato, Onion",Capsicum,0.01973302333421859,0.18222871660816822,1.8996252768980562
"Capsicum, Onion",Tomato,0.01973302333421859,0.6231252092400401,2.2729097387115043
Capsicum,"Tomato, Onion",0.01973302333421859,0.20570495481182877,1.8996252768980562
"Capsicum, Potato",Tomato,0.016063710967172854,0.6163820720656584,2.248313490757081
"Capsicum, Tomato",Potato,0.016063710967172854,0.39737604741735405,2.0665017974492375
"Tomato, Potato",Capsicum,0.016063710967172854,0.19405479653815488,2.0229050803218183
Capsicum,"Tomato, Potato",0.016063710967172854,0.1674545700699857,2.0229050803218183
"Tomato, Carrot",Cucumber,0.011930036041107749,0.3993133488879623,2.6126150593012056
"Tomato, Cucumber",Carrot,0.011930036041107749,0.1862984102281805,2.5083877741293126
"Carrot, Cucumber",Tomato,0.011930036041107749,0.5111691556413605,1.8645391564291867
Carrot,"Tomato, Cucumber",0.011930036041107749,0.16063023035883162,2.5083877741293126
"Potato, Onion",Carrot,0.010815777937159448,0.11768692572575576,1.5845784475765539
"Potato, Carrot",Onion,0.010815777937159448,0.5567197369677622,2.3501891376363653
"Carrot, Onion",Potato,0.010815777937159448,0.47170269333025083,2.4530277301913688
Carrot,"Potato, Onion",0.010815777937159448,0.14562746462537693,1.5845784475765539
"Tomato, Carrot",Onion,0.014000319116735764,0.4686083338508353,1.9782273608989764
"Tomato, Onion",Carrot,0.014000319116735764,0.129288864738911,1.740791063353295
"Carrot, Onion",Tomato,0.014000319116735764,0.6105883712865564,2.2271804042943115
Carrot,"Tomato, Onion",0.014000319116735764,0.18850525489356385,1.740791063353295
"Tomato, Potato",Carrot,0.01145931235114291,0.13843217991860884,1.8638998970984355
"Tomato, Carrot",Potato,0.01145931235114291,0.38355763344895805,1.9946409555862739
"Potato, Carrot",Tomato,0.01145931235114291,0.5898443362119538,2.1515145210302715
Carrot,"Tomato, Potato",0.01145931235114291,0.15429223988722943,1.8638998970984355
"Coriander, Chilli",Onion,0.01371777888390777,0.4171179883945841,1.7608611664767497
"Coriander, Onion",Chilli,0.01371777888390777,0.3799107405014975,3.095137488746517
"Chilli, Onion",Coriander,0.01371777888390777,0.29012837042435113,2.4934553465054075
Coriander,"Chilli, Onion",0.01371777888390777,0.1178949478474992,2.4934553465054075
Chilli,"Coriander, Onion",0.01371777888390777,0.11175891376451079,3.095137488746517
"Coriander, Potato",Chilli,0.011482901545065698,0.37812786384464325,3.080612370632835
"Coriander, Chilli",Potato,0.011482901545065698,0.34916183107672466,1.8157701155120192
"Potato, Chilli",Coriander,0.011482901545065698,0.29774921823992306,2.558951332654051
"Tomato, Coriander",Chilli,0.01745891902121278,0.3684740472234808,3.0019626075484815
"Tomato, Chilli",Coriander,0.01745891902121278,0.30878526928648103,2.653798659877163
"Coriander, Chilli",Tomato,0.01745891902121278,0.5308752417794971,1.936419020108405
Coriander,"Tomato, Chilli",0.01745891902121278,0.15004749419705193,2.653798659877163
Chilli,"Tomato, Coriander",0.01745891902121278,0.1422380286069652,3.0019626075484815
"Cucumber, Chilli",Onion,0.014408491685736807,0.4839318461018035,2.0429154789075334
"Cucumber, Onion",Chilli,0.014408491685736807,0.29559827084636087,2.4082427585424155
"Chilli, Onion",Cucumber,0.014408491685736807,0.30473681260160324,1.9938226156065253
Chilli,"Cucumber, Onion",0.014408491685736807,0.1173861594803759,2.4082427585424155
"Potato, Cucumber",Chilli,0.011928180711248654,0.3039414323148824,2.47621459793237
"Potato, Chilli",Cucumber,0.011928180711248654,0.3092952132229133,2.0236471785537162
"Cucumber, Chilli",Potato,0.011928180711248654,0.40062670251215127,2.08340640113621
"Tomato, Cucumber",Chilli,0.017883524511822957,0.2792675708899163,2.275196344571754
"Tomato, Chilli",Cucumber,0.017883524511822957,0.3162950080394519,2.069445220118408
"Cucumber, Chilli",Tomato,0.017883524511822957,0.6006462869656559,2.1909156858380876
Cucumber,"Tomato, Chilli",0.017883524511822957,0.11700777242505904,2.0694452201184084
Chilli,"Tomato, Cucumber",0.017883524511822957,0.1456972947761194,2.275196344571754
"Ginger, Chilli",Onion,0.012874663986510161,0.5200526744036658,2.195399345888489
