cohort_week,purchase_week,l0_category,customer_count,cohort_index,min_val,mean_val,final_customer_count
2022-04-25,2022-06-27,"Tea, Coffee & Health Drinks",2383,9,2383,11221.8,11221.8
2022-04-25,2022-05-23,Dairy & Breakfast,93,4,93,22408.8,22408.8
2022-06-13,2022-06-13,Munchies,22888,0,12991,67901.64285714286,22888.0
2022-06-13,2022-06-20,Dairy & Breakfast,11316,1,68,22968.46153846154,11316.0
2022-03-28,2022-04-25,Home & Office,17718,4,6,4846.1,17718.0
2022-05-09,2022-05-30,Pet Care,102,3,4,309.1,102.0
2022-04-04,2022-06-06,Cleaning Essentials,19281,9,2348,11050.4,19281.0
2022-04-25,2022-05-16,"Atta, Rice & Dal",6398,3,40,11755.454545454546,6398.0
2022-05-02,2022-05-23,Organic & Premium,5,3,5,2604.5454545454545,2604.5454545454545
2022-04-04,2022-06-13,"Chicken, Meat & Fish",1543,10,311,1209.75,1543.0
2022-03-28,2022-05-30,Sweet Tooth,16018,9,2071,8873.8,16018.0
2022-04-11,2022-05-09,"Dry Fruits, Masala & Oil",17622,4,56,14623.0,17622.0
2022-04-04,2022-06-13,Pharma & Wellness,3831,10,781,2898.5,3831.0
2022-06-13,2022-06-27,"Dry Fruits, Masala & Oil",3844,2,48,12986.416666666666,3844.0
2022-04-04,2022-05-16,Bakery & Biscuits,20320,6,33,8913.75,20320.0
2022-06-06,2022-06-20,Dairy & Breakfast,12692,2,80,21660.916666666668,12692.0
2022-04-04,2022-06-13,Vegetables & Fruits,44319,10,8281,33003.25,44319.0
2022-04-11,2022-04-18,"Dry Fruits, Masala & Oil",16207,1,41,13341.0,16207.0
2022-05-09,2022-06-20,Cleaning Essentials,3126,6,36,6940.125,3126.0
2022-05-09,2022-06-13,Home & Office,2029,5,23,4981.666666666667,2029.0
2022-04-25,2022-05-16,"Tea, Coffee & Health Drinks",4524,3,18,7583.272727272727,4524.0
2022-06-20,2022-06-27,Dairy & Breakfast,13705,1,68,22968.46153846154,13705.0
2022-05-30,2022-06-13,"Atta, Rice & Dal",6629,2,45,11105.583333333334,6629.0
2022-06-06,2022-06-20,Paan Corner,644,2,1,552.6666666666666,644.0
2022-04-04,2022-06-13,Personal Care,18615,10,3517,14135.25,18615.0
2022-04-25,2022-06-27,Munchies,4241,9,4241,16834.4,16834.4
2022-04-04,2022-04-04,"Chicken, Meat & Fish",1943,0,872,2750.3571428571427,1943.0
2022-03-28,2022-04-18,Baby Care,3947,3,3,1072.4545454545455,3947.0
2022-04-04,2022-06-20,"Dry Fruits, Masala & Oil",38854,11,10367,30253.0,38854.0
2022-04-11,2022-06-27,Cleaning Essentials,5012,11,5012,15031.333333333334,15031.333333333334
2022-04-11,2022-05-30,"Dry Fruits, Masala & Oil",13765,7,127,12226.857142857143,13765.0
2022-05-30,2022-06-06,"Chicken, Meat & Fish",585,1,4,751.5,585.0
2022-04-18,2022-05-23,"Tea, Coffee & Health Drinks",20,5,20,8259.888888888889,8259.888888888889
2022-04-04,2022-05-16,Sauces & Spreads,10361,6,16,4745.375,10361.0
2022-04-04,2022-04-25,"Chicken, Meat & Fish",1734,3,7,779.4,1734.0
2022-04-11,2022-04-25,Sweet Tooth,7826,2,11,6190.833333333333,7826.0
2022-04-11,2022-05-02,Organic & Premium,3201,3,5,2604.5454545454545,3201.0
2022-04-04,2022-05-30,Instant & Frozen Food,17330,8,35,6724.5,17330.0
2022-04-25,2022-04-25,Pet Care,692,0,400,1396.7142857142858,692.0
2022-04-25,2022-05-09,Cold Drinks & Juices,8515,2,18,11940.0,8515.0
2022-03-28,2022-04-18,Sauces & Spreads,16966,3,8,4593.272727272727,16966.0
2022-04-11,2022-06-20,Instant & Frozen Food,9279,10,3882,14630.25,9279.0
2022-04-18,2022-05-02,Dairy & Breakfast,18867,2,80,21660.916666666668,18867.0
2022-04-18,2022-05-30,Cleaning Essentials,4415,6,36,6940.125,4415.0
2022-04-25,2022-06-20,Baby Care,768,8,1,972.6666666666666,768.0
2022-04-04,2022-05-02,Munchies,34837,4,44,12052.7,34837.0
2022-05-02,2022-05-16,Paan Corner,471,2,1,552.6666666666666,471.0
2022-05-02,2022-06-13,Baby Care,636,6,6,1185.5,636.0
2022-06-27,2022-06-27,Cold Drinks & Juices,12275,0,12275,54097.57142857143,54097.57142857143
2022-05-23,2022-06-27,Cleaning Essentials,76,5,20,7490.444444444444,76.0
2022-03-28,2022-04-18,Bakery & Biscuits,30602,3,23,8671.818181818182,30602.0
2022-04-18,2022-06-06,Paan Corner,525,7,8,554.4285714285714,525.0
2022-04-04,2022-04-18,Instant & Frozen Food,23737,2,17,8040.166666666667,23737.0
2022-04-11,2022-04-11,Paan Corner,1368,0,1040,3129.5714285714284,1368.0
2022-04-25,2022-04-25,Specials,4615,0,1,5149.153846153846,4615.0
2022-05-02,2022-05-09,Cleaning Essentials,3819,1,15,6261.846153846154,3819.0
2022-05-23,2022-05-30,"Tea, Coffee & Health Drinks",54,1,13,7347.0,54.0
2022-04-25,2022-05-30,Cold Drinks & Juices,5824,5,29,11763.777777777777,5824.0
2022-04-04,2022-05-09,Instant & Frozen Food,23184,5,16,8712.0,23184.0
2022-05-16,2022-06-20,Cold Drinks & Juices,3499,5,29,11763.777777777777,3499.0
2022-04-04,2022-05-23,Baby Care,7,7,7,1004.4285714285714,1004.4285714285714
2022-04-25,2022-05-16,Baby Care,598,3,3,1072.4545454545455,598.0
2022-03-28,2022-06-06,"Tea, Coffee & Health Drinks",24571,10,2947,13111.25,24571.0
2022-04-04,2022-06-13,Sauces & Spreads,11346,10,2269,8545.5,11346.0
2022-05-02,2022-06-20,Paan Corner,506,7,8,554.4285714285714,506.0
2022-04-25,2022-06-13,Paan Corner,483,7,8,554.4285714285714,483.0
2022-03-28,2022-05-30,Munchies,28796,9,4241,16834.4,28796.0
2022-04-18,2022-06-27,Organic & Premium,1190,10,1190,4753.0,4753.0
2022-04-11,2022-06-27,Specials,1516,11,1516,4707.333333333333,4707.333333333333
2022-06-13,2022-06-13,Sweet Tooth,12913,0,7327,30170.35714285714,12913.0
2022-04-11,2022-06-27,Dairy & Breakfast,14889,11,14889,44710.0,44710.0
2022-05-23,2022-06-13,Pet Care,4,3,4,309.1,309.1
2022-05-16,2022-06-20,Organic & Premium,993,5,4,2806.777777777778,993.0
2022-04-11,2022-04-25,"Atta, Rice & Dal",14559,2,45,11105.583333333334,14559.0
2022-04-25,2022-05-30,"Chicken, Meat & Fish",337,5,6,814.375,337.0
2022-04-04,2022-05-16,Personal Care,16662,6,24,7575.5,16662.0
2022-05-23,2022-05-30,Organic & Premium,17,1,8,2608.6153846153848,17.0
2022-05-09,2022-06-20,Dairy & Breakfast,10801,6,122,23116.375,10801.0
2022-05-16,2022-06-20,"Chicken, Meat & Fish",288,5,6,814.375,288.0
2022-05-09,2022-05-16,Home & Office,2276,1,9,5031.615384615385,2276.0
2022-06-20,2022-06-27,Cleaning Essentials,2816,1,15,6261.846153846154,2816.0
2022-06-06,2022-06-20,Cleaning Essentials,3221,2,16,6414.0,3221.0
2022-06-06,2022-06-13,Home & Office,2760,1,9,5031.615384615385,2760.0
2022-04-25,2022-06-27,Sweet Tooth,2071,9,2071,8873.8,8873.8
2022-05-16,2022-06-13,"Dry Fruits, Masala & Oil",4883,4,56,14623.0,4883.0
2022-05-23,2022-06-13,Specials,6,3,5,903.3333333333334,6.0
2022-04-04,2022-05-16,Vegetables & Fruits,46907,6,168,20783.625,46907.0
2022-04-04,2022-06-13,Bakery & Biscuits,21291,10,3941,15612.5,21291.0
2022-04-11,2022-06-27,Pet Care,230,11,230,680.0,680.0
2022-04-25,2022-05-09,"Chicken, Meat & Fish",522,2,6,809.0909090909091,522.0
2022-06-13,2022-06-27,Paan Corner,385,2,1,552.6666666666666,385.0
2022-03-28,2022-05-23,Paan Corner,4,8,4,549.1666666666666,549.1666666666666
2022-04-04,2022-05-16,Pharma & Wellness,3180,6,4,1588.625,3180.0
2022-04-04,2022-06-06,Dairy & Breakfast,53337,9,8263,31768.6,53337.0
2022-04-25,2022-06-13,"Atta, Rice & Dal",6954,7,91,10535.285714285714,6954.0
2022-04-11,2022-06-06,Baby Care,1377,8,1,972.6666666666666,1377.0
2022-03-28,2022-06-06,Organic & Premium,8776,10,1190,4753.0,8776.0
2022-04-25,2022-05-23,Cleaning Essentials,21,4,21,7476.7,7476.7
2022-06-13,2022-06-20,Cleaning Essentials,2699,1,15,6261.846153846154,2699.0
2022-06-27,2022-06-27,"Chicken, Meat & Fish",872,0,872,2750.3571428571427,2750.3571428571427
2022-04-04,2022-05-02,"Tea, Coffee & Health Drinks",23689,4,17,8126.5,23689.0
2022-06-13,2022-06-13,Home & Office,7889,0,6212,24283.85714285714,7889.0
2022-05-30,2022-06-20,Instant & Frozen Food,5062,3,18,8319.09090909091,5062.0
2022-04-18,2022-05-16,Instant & Frozen Food,5784,4,17,8647.1,5784.0
2022-05-23,2022-06-20,"Atta, Rice & Dal",162,4,35,12577.3,162.0
2022-05-16,2022-05-30,"Atta, Rice & Dal",3349,2,45,11105.583333333334,3349.0
2022-06-20,2022-06-27,Cold Drinks & Juices,6081,1,24,12378.0,6081.0
2022-04-11,2022-05-02,Paan Corner,655,3,2,564.6363636363636,655.0
2022-05-09,2022-05-16,Munchies,6643,1,32,11809.153846153846,6643.0
2022-05-23,2022-05-23,Home & Office,111774,0,6212,24283.85714285714,111774.0
2022-04-11,2022-05-30,Baby Care,1069,7,7,1004.4285714285714,1069.0
2022-04-25,2022-05-09,Sauces & Spreads,3047,2,12,4474.333333333333,3047.0
2022-04-11,2022-05-02,Vegetables & Fruits,23638,3,106,19927.727272727272,23638.0
2022-04-11,2022-05-30,Bakery & Biscuits,8112,7,62,7527.142857142857,8112.0
2022-05-09,2022-06-27,Cold Drinks & Juices,3168,7,63,9487.57142857143,3168.0
2022-05-02,2022-05-09,Sweet Tooth,4474,1,12,6560.7692307692305,4474.0
2022-04-25,2022-05-23,Instant & Frozen Food,17,4,17,8647.1,8647.1
2022-04-18,2022-05-09,Pet Care,231,3,4,309.1,231.0
2022-04-11,2022-05-02,Pharma & Wellness,2026,3,6,1711.7272727272727,2026.0
2022-04-04,2022-05-09,"Atta, Rice & Dal",34917,5,50,12834.666666666666,34917.0
2022-04-11,2022-05-02,Personal Care,10168,3,23,7276.0,10168.0
2022-04-18,2022-06-27,Instant & Frozen Food,3882,10,3882,14630.25,14630.25
2022-04-04,2022-05-23,Cold Drinks & Juices,63,7,63,9487.57142857143,9487.57142857143
2022-04-11,2022-04-18,Sweet Tooth,8172,1,12,6560.7692307692305,8172.0
2022-05-02,2022-05-02,Home & Office,12127,0,6212,24283.85714285714,12127.0
2022-04-11,2022-05-30,Sauces & Spreads,4194,7,15,3988.1428571428573,4194.0
2022-05-09,2022-05-16,Cold Drinks & Juices,6709,1,24,12378.0,6709.0
2022-04-18,2022-05-09,Specials,9,3,5,903.3333333333334,9.0
2022-04-25,2022-05-09,Bakery & Biscuits,6101,2,38,8526.25,6101.0
2022-04-04,2022-04-18,Cleaning Essentials,20538,2,16,6414.0,20538.0
2022-03-28,2022-06-06,Munchies,35558,10,5428,20341.0,35558.0
2022-06-06,2022-06-20,Cold Drinks & Juices,5783,2,18,11940.0,5783.0
2022-04-04,2022-04-11,Munchies,32912,1,32,11809.153846153846,32912.0
2022-06-20,2022-06-20,"Atta, Rice & Dal",28948,0,12601,72611.35714285714,28948.0
2022-05-23,2022-05-30,Vegetables & Fruits,125,1,100,21224.384615384617,125.0
2022-05-16,2022-06-20,Vegetables & Fruits,6868,5,139,20616.88888888889,6868.0
2022-05-02,2022-05-23,Sauces & Spreads,8,3,8,4593.272727272727,4593.272727272727
2022-05-23,2022-05-30,Pharma & Wellness,13,1,4,1777.3846153846155,13.0
2022-04-04,2022-05-23,"Chicken, Meat & Fish",3,7,3,629.7142857142857,629.7142857142857
2022-04-18,2022-04-25,"Tea, Coffee & Health Drinks",7152,1,13,7347.0,7152.0
2022-05-16,2022-06-20,Pharma & Wellness,620,5,4,1653.6666666666667,620.0
2022-04-11,2022-04-11,Home & Office,17609,0,6212,24283.85714285714,17609.0
2022-05-09,2022-05-16,"Chicken, Meat & Fish",461,1,4,751.5,461.0
2022-04-18,2022-06-27,Vegetables & Fruits,8281,10,8281,33003.25,33003.25
2022-05-16,2022-06-06,Home & Office,1681,3,13,4736.363636363636,1681.0
2022-04-18,2022-06-27,Pharma & Wellness,781,10,781,2898.5,2898.5
2022-04-18,2022-05-02,Baby Care,882,2,2,1049.5,882.0
2022-05-09,2022-06-20,Munchies,5713,6,44,12057.875,5713.0
2022-04-25,2022-06-06,"Dry Fruits, Masala & Oil",8489,6,75,14315.0,8489.0
2022-05-16,2022-06-13,Munchies,4536,4,44,12052.7,4536.0
2022-04-18,2022-05-30,Paan Corner,407,6,2,607.25,407.0
2022-06-06,2022-06-20,"Chicken, Meat & Fish",500,2,6,809.0909090909091,500.0
2022-03-28,2022-06-06,Personal Care,24906,10,3517,14135.25,24906.0
2022-05-02,2022-05-02,"Dry Fruits, Masala & Oil",39546,0,17177,91235.14285714286,39546.0
2022-04-18,2022-06-27,Personal Care,3517,10,3517,14135.25,14135.25
2022-06-13,2022-06-27,"Atta, Rice & Dal",3083,2,45,11105.583333333334,3083.0
2022-05-02,2022-05-23,Bakery & Biscuits,23,3,23,8671.818181818182,8671.818181818182
2022-06-06,2022-06-13,"Dry Fruits, Masala & Oil",7722,1,41,13341.0,7722.0
2022-03-28,2022-06-06,Pharma & Wellness,5137,10,781,2898.5,5137.0
2022-06-20,2022-06-27,"Chicken, Meat & Fish",632,1,4,751.5,632.0
2022-04-25,2022-06-27,Home & Office,1710,9,1710,7188.6,7188.6
2022-03-28,2022-06-06,Vegetables & Fruits,61318,10,8281,33003.25,61318.0
2022-04-04,2022-05-16,Organic & Premium,5685,6,5,2700.125,5685.0
2022-05-23,2022-05-30,Personal Care,69,1,16,7192.692307692308,69.0
2022-03-28,2022-05-23,"Atta, Rice & Dal",88,8,88,10512.5,10512.5
2022-04-18,2022-05-23,Munchies,54,5,54,12302.888888888889,12302.888888888889
2022-05-16,2022-06-20,Personal Care,2677,5,33,8029.111111111111,2677.0
2022-05-09,2022-06-27,"Chicken, Meat & Fish",209,7,3,629.7142857142857,209.0
2022-03-28,2022-05-16,Dairy & Breakfast,69660,7,175,19509.0,69660.0
2022-03-28,2022-06-20,Home & Office,18198,12,7903,13050.5,18198.0
2022-03-28,2022-06-13,Cleaning Essentials,19941,11,5012,15031.333333333334,19941.0
2022-06-06,2022-06-27,"Atta, Rice & Dal",3789,3,40,11755.454545454546,3789.0
2022-04-18,2022-06-13,"Tea, Coffee & Health Drinks",5076,8,29,6096.666666666667,5076.0
2022-05-02,2022-05-30,Personal Care,4043,4,19,7899.5,4043.0
2022-03-28,2022-06-20,"Dry Fruits, Masala & Oil",47601,12,24042,35821.5,47601.0
2022-03-28,2022-04-25,"Chicken, Meat & Fish",2754,4,14,781.5555555555555,2754.0
2022-04-25,2022-05-30,Baby Care,602,5,2,1212.6666666666667,602.0
2022-04-11,2022-05-23,"Tea, Coffee & Health Drinks",19,6,19,7951.5,7951.5
2022-04-25,2022-05-02,Paan Corner,557,1,3,596.7692307692307,557.0
2022-04-18,2022-05-30,"Dry Fruits, Masala & Oil",9004,6,75,14315.0,9004.0
2022-04-11,2022-05-30,Home & Office,4161,7,25,3960.5714285714284,4161.0
2022-03-28,2022-05-16,Munchies,33484,7,109,9952.857142857143,33484.0
2022-05-02,2022-05-16,"Tea, Coffee & Health Drinks",4243,2,17,7345.0,4243.0
2022-05-02,2022-05-02,Sauces & Spreads,11806,0,5935,22254.35714285714,11806.0
2022-04-18,2022-05-09,Vegetables & Fruits,17339,3,106,19927.727272727272,17339.0
2022-05-23,2022-05-23,Bakery & Biscuits,233069,0,9766,46938.357142857145,233069.0
2022-05-02,2022-05-09,Pet Care,169,1,2,300.4166666666667,169.0
2022-03-28,2022-04-04,"Chicken, Meat & Fish",1770,1,4,751.5,1770.0
2022-04-18,2022-05-09,Pharma & Wellness,1344,3,6,1711.7272727272727,1344.0
2022-04-18,2022-05-09,Sweet Tooth,5157,3,20,6109.363636363636,5157.0
2022-04-18,2022-05-09,Personal Care,6145,3,23,7276.0,6145.0
2022-03-28,2022-05-02,"Atta, Rice & Dal",45425,5,50,12834.666666666666,45425.0
2022-04-18,2022-04-18,"Dry Fruits, Masala & Oil",45409,0,17177,91235.14285714286,45409.0
2022-04-25,2022-05-09,Home & Office,3008,2,9,4616.25,3008.0
2022-04-11,2022-04-18,Pet Care,290,1,2,300.4166666666667,290.0
2022-05-23,2022-05-23,Sauces & Spreads,94344,0,5935,22254.35714285714,94344.0
2022-05-02,2022-05-30,Vegetables & Fruits,9792,4,125,20268.0,9792.0
2022-05-02,2022-06-27,"Tea, Coffee & Health Drinks",2306,8,29,6096.666666666667,2306.0
2022-05-02,2022-05-02,Bakery & Biscuits,20996,0,9766,46938.357142857145,20996.0
2022-05-09,2022-06-06,Munchies,6273,4,44,12052.7,6273.0
2022-04-18,2022-05-09,"Dry Fruits, Masala & Oil",11299,3,62,13691.09090909091,11299.0
2022-05-02,2022-05-30,Pharma & Wellness,767,4,3,1654.4,767.0
2022-03-28,2022-03-28,Cleaning Essentials,42622,0,8524,38305.71428571428,42622.0
2022-03-28,2022-06-13,"Chicken, Meat & Fish",2415,11,426,1495.0,2415.0
2022-04-11,2022-05-23,Vegetables & Fruits,168,6,168,20783.625,20783.625
2022-03-28,2022-06-20,Sauces & Spreads,16738,12,7844,12291.0,16738.0
2022-04-11,2022-05-23,Pharma & Wellness,4,6,4,1588.625,1588.625
2022-05-16,2022-06-06,Bakery & Biscuits,3547,3,23,8671.818181818182,3547.0
2022-05-09,2022-06-13,Organic & Premium,1167,5,4,2806.777777777778,1167.0
2022-05-30,2022-06-27,Vegetables & Fruits,7467,4,125,20268.0,7467.0
2022-04-25,2022-06-27,Sauces & Spreads,1772,9,1772,7232.0,7232.0
2022-04-11,2022-04-11,Bakery & Biscuits,33243,0,9766,46938.357142857145,33243.0
2022-05-16,2022-06-13,Dairy & Breakfast,8577,4,93,22408.8,8577.0
2022-04-04,2022-06-13,Munchies,27684,10,5428,20341.0,27684.0
2022-05-30,2022-06-27,Pharma & Wellness,669,4,3,1654.4,669.0
2022-05-02,2022-05-30,Paan Corner,426,4,15,615.2222222222222,426.0
2022-04-11,2022-06-06,"Atta, Rice & Dal",14504,8,88,10512.5,14504.0
2022-05-16,2022-05-16,Cleaning Essentials,35266,0,8524,38305.71428571428,35266.0
2022-05-02,2022-05-02,Baby Care,2488,0,1253,5108.285714285715,2488.0
2022-03-28,2022-06-13,Cold Drinks & Juices,30864,11,6779,19956.333333333332,30864.0
2022-03-28,2022-06-20,Munchies,35314,12,17654,26484.0,35314.0
2022-05-30,2022-06-27,Personal Care,2425,4,19,7899.5,2425.0
2022-04-04,2022-06-27,"Atta, Rice & Dal",20563,12,20563,31066.0,31066.0
2022-03-28,2022-06-20,Bakery & Biscuits,28981,12,13343,21162.0,28981.0
2022-05-16,2022-06-06,Sauces & Spreads,1690,3,8,4593.272727272727,1690.0
2022-03-28,2022-04-25,Cold Drinks & Juices,44003,4,16,11923.7,44003.0
2022-05-02,2022-06-13,Instant & Frozen Food,4373,6,33,8565.625,4373.0
2022-04-11,2022-04-11,Sauces & Spreads,18915,0,5935,22254.35714285714,18915.0
2022-04-11,2022-05-23,Personal Care,24,6,24,7575.5,7575.5
2022-05-02,2022-05-23,Munchies,46,3,46,11580.181818181818,11580.181818181818
2022-04-25,2022-06-27,Bakery & Biscuits,3188,9,3188,13151.0,13151.0
2022-03-28,2022-04-25,Organic & Premium,10353,4,8,2738.1,10353.0
2022-05-02,2022-06-20,"Atta, Rice & Dal",7255,7,91,10535.285714285714,7255.0
2022-03-28,2022-04-04,Cold Drinks & Juices,42930,1,24,12378.0,42930.0
2022-05-02,2022-05-23,Home & Office,13,3,13,4736.363636363636,4736.363636363636
2022-04-04,2022-04-25,Dairy & Breakfast,61393,3,95,21902.0,61393.0
2022-04-11,2022-04-25,Pet Care,359,2,1,264.3333333333333,359.0
2022-04-18,2022-06-06,"Chicken, Meat & Fish",473,7,3,629.7142857142857,473.0
2022-04-25,2022-04-25,Sweet Tooth,15996,0,7327,30170.35714285714,15996.0
2022-04-18,2022-05-09,Organic & Premium,2040,3,5,2604.5454545454545,2040.0
2022-06-13,2022-06-20,"Dry Fruits, Masala & Oil",6350,1,41,13341.0,6350.0
2022-04-04,2022-05-16,"Dry Fruits, Masala & Oil",32409,6,75,14315.0,32409.0
2022-04-11,2022-05-09,Dairy & Breakfast,26541,4,93,22408.8,26541.0
2022-05-30,2022-05-30,Cleaning Essentials,66189,0,8524,38305.71428571428,66189.0
2022-05-16,2022-05-30,"Tea, Coffee & Health Drinks",2274,2,17,7345.0,2274.0
2022-04-18,2022-06-13,Baby Care,817,8,1,972.6666666666666,817.0
2022-04-11,2022-06-20,Baby Care,1375,10,545,2226.0,1375.0
2022-05-09,2022-05-23,"Dry Fruits, Masala & Oil",48,2,48,12986.416666666666,12986.416666666666
2022-04-18,2022-05-16,Paan Corner,465,4,15,615.2222222222222,465.0
2022-05-23,2022-06-20,Cold Drinks & Juices,153,4,16,11923.7,153.0
2022-04-25,2022-06-20,"Tea, Coffee & Health Drinks",4334,8,29,6096.666666666667,4334.0
2022-04-04,2022-04-11,"Dry Fruits, Masala & Oil",37449,1,41,13341.0,37449.0
2022-05-02,2022-06-06,Paan Corner,522,5,2,557.6666666666666,522.0
2022-03-28,2022-03-28,Munchies,54682,0,12991,67901.64285714286,54682.0
2022-05-02,2022-05-30,Organic & Premium,1235,4,8,2738.1,1235.0
2022-04-25,2022-05-30,Dairy & Breakfast,11028,5,72,22873.444444444445,11028.0
2022-04-04,2022-06-27,"Dry Fruits, Masala & Oil",24042,12,24042,35821.5,35821.5
2022-04-11,2022-04-25,Specials,2135,2,1,459.9166666666667,2135.0
2022-04-25,2022-05-02,Cleaning Essentials,4410,1,15,6261.846153846154,4410.0
2022-06-13,2022-06-13,"Chicken, Meat & Fish",1301,0,872,2750.3571428571427,1301.0
2022-03-28,2022-04-18,Home & Office,19155,3,13,4736.363636363636,19155.0
2022-05-16,2022-05-23,Baby Care,3,1,3,1078.2307692307693,1078.2307692307693
2022-04-11,2022-05-02,"Chicken, Meat & Fish",747,3,7,779.4,747.0
2022-04-11,2022-06-13,Paan Corner,742,9,397,888.8,742.0
2022-05-23,2022-06-13,"Dry Fruits, Masala & Oil",154,3,62,13691.09090909091,154.0
2022-05-09,2022-05-30,Munchies,4739,3,46,11580.181818181818,4739.0
2022-06-13,2022-06-13,Sauces & Spreads,8438,0,5935,22254.35714285714,8438.0
2022-04-11,2022-05-16,Baby Care,1145,5,2,1212.6666666666667,1145.0
2022-05-09,2022-06-13,Vegetables & Fruits,9924,5,139,20616.88888888889,9924.0
2022-05-09,2022-05-16,Bakery & Biscuits,4839,1,20,8602.23076923077,4839.0
2022-05-30,2022-06-27,Organic & Premium,960,4,8,2738.1,960.0
2022-04-18,2022-06-20,Paan Corner,552,9,397,888.8,552.0
2022-06-13,2022-06-13,Pet Care,508,0,400,1396.7142857142858,508.0
2022-05-23,2022-06-13,Sweet Tooth,80,3,20,6109.363636363636,80.0
2022-04-25,2022-06-27,Specials,790,9,3,1051.4,790.0
2022-05-09,2022-06-13,Pharma & Wellness,886,5,4,1653.6666666666667,886.0
2022-05-09,2022-06-06,Instant & Frozen Food,4312,4,17,8647.1,4312.0
2022-03-28,2022-04-25,Personal Care,26807,4,19,7899.5,26807.0
2022-04-18,2022-05-16,"Atta, Rice & Dal",8199,4,35,12577.3,8199.0
2022-06-13,2022-06-13,Cold Drinks & Juices,21563,0,12275,54097.57142857143,21563.0
2022-05-09,2022-06-06,Cleaning Essentials,3221,4,21,7476.7,3221.0
2022-04-11,2022-05-23,Organic & Premium,5,6,5,2700.125,2700.125
2022-04-11,2022-05-02,Cold Drinks & Juices,15037,3,28,11943.0,15037.0
2022-06-06,2022-06-13,Sauces & Spreads,2954,1,12,4553.538461538462,2954.0
2022-04-18,2022-05-23,Dairy & Breakfast,72,5,72,22873.444444444445,22873.444444444445
2022-04-18,2022-06-06,Cold Drinks & Juices,8998,7,63,9487.57142857143,8998.0
2022-03-28,2022-04-25,Vegetables & Fruits,73954,4,125,20268.0,73954.0
2022-06-13,2022-06-13,Specials,145,0,1,5149.153846153846,145.0
2022-04-25,2022-06-27,Pet Care,131,9,131,414.2,414.2
2022-05-09,2022-05-16,Sauces & Spreads,2290,1,12,4553.538461538462,2290.0
2022-06-13,2022-06-13,Bakery & Biscuits,16806,0,9766,46938.357142857145,16806.0
2022-04-11,2022-06-27,Sweet Tooth,3771,11,3771,11679.0,11679.0
2022-05-23,2022-06-27,Paan Corner,14,5,2,557.6666666666666,14.0
2022-05-09,2022-05-23,Paan Corner,1,2,1,552.6666666666666,552.6666666666666
2022-03-28,2022-04-25,Pharma & Wellness,6063,4,3,1654.4,6063.0
2022-05-02,2022-06-27,Cleaning Essentials,2264,8,39,6000.5,2264.0
2022-06-06,2022-06-06,Dairy & Breakfast,40194,0,22088,124116.35714285714,40194.0
2022-06-27,2022-06-27,Paan Corner,1040,0,1040,3129.5714285714284,3129.5714285714284
2022-04-25,2022-06-06,Baby Care,703,6,6,1185.5,703.0
2022-05-09,2022-06-13,Personal Care,3466,5,33,8029.111111111111,3466.0
2022-05-23,2022-06-20,"Chicken, Meat & Fish",14,4,14,781.5555555555555,781.5555555555555
2022-06-06,2022-06-13,Bakery & Biscuits,5826,1,20,8602.23076923077,5826.0
2022-04-04,2022-06-20,Cleaning Essentials,20141,11,5012,15031.333333333334,20141.0
2022-04-04,2022-06-13,Home & Office,10982,10,2186,8722.25,10982.0
2022-04-18,2022-04-25,Specials,1593,1,1,532.25,1593.0
2022-03-28,2022-05-30,"Dry Fruits, Masala & Oil",40747,9,5303,22103.0,40747.0
2022-04-04,2022-05-23,"Tea, Coffee & Health Drinks",36,7,36,6521.857142857143,6521.857142857143
2022-04-18,2022-04-25,"Chicken, Meat & Fish",647,1,4,751.5,647.0
2022-05-09,2022-05-30,Organic & Premium,1110,3,5,2604.5454545454545,1110.0
2022-05-23,2022-06-06,Pet Care,4,2,1,264.3333333333333,4.0
2022-05-23,2022-06-20,Dairy & Breakfast,306,4,93,22408.8,306.0
2022-04-18,2022-06-20,"Dry Fruits, Masala & Oil",10960,9,5303,22103.0,10960.0
2022-04-25,2022-06-06,Paan Corner,520,6,2,607.25,520.0
2022-05-16,2022-05-30,Dairy & Breakfast,7686,2,80,21660.916666666668,7686.0
2022-06-06,2022-06-20,"Tea, Coffee & Health Drinks",3793,2,17,7345.0,3793.0
2022-06-27,2022-06-27,Baby Care,1253,0,1253,5108.285714285715,5108.285714285715
2022-05-09,2022-05-23,Baby Care,2,2,2,1049.5,1049.5
2022-05-23,2022-06-27,Baby Care,11,5,2,1212.6666666666667,11.0
2022-04-18,2022-04-18,Home & Office,13171,0,6212,24283.85714285714,13171.0
2022-05-09,2022-05-16,"Tea, Coffee & Health Drinks",4205,1,13,7347.0,4205.0
2022-03-28,2022-05-09,Organic & Premium,9697,6,5,2700.125,9697.0
2022-03-28,2022-04-18,"Dry Fruits, Masala & Oil",49278,3,62,13691.09090909091,49278.0
2022-06-20,2022-06-27,"Tea, Coffee & Health Drinks",3397,1,13,7347.0,3397.0
2022-04-04,2022-05-09,Dairy & Breakfast,60222,5,72,22873.444444444445,60222.0
2022-05-23,2022-06-06,Specials,1,2,1,459.9166666666667,459.9166666666667
2022-04-18,2022-04-25,Pet Care,221,1,2,300.4166666666667,221.0
2022-05-30,2022-06-27,"Dry Fruits, Masala & Oil",4764,4,56,14623.0,4764.0
